storeId,storeName,regionGroup,city,district,address,phone,hours,officialSourceUrl,officialMapUrl,gmbStatus,gmbOrderingStatus,manualReviewReason
truedan-tw-14-06,桃園龍潭店,北部,桃園市,龍潭區,桃園市龍潭區北龍路156號1樓,03-4992-156,10:00-21:00,https://www.truedan.com.tw/portal_d1_cnt.php?s_contury=1&s_city=14,https://www.google.com/maps?q=%E6%A1%83%E5%9C%92%E5%B8%82%E9%BE%8D%E6%BD%AD%E5%8D%80%E5%8C%97%E9%BE%8D%E8%B7%AF156%E8%99%9F1%E6%A8%93&hl=zh-TW&z=14&t=&output=embed,needs_manual_review,needs_manual_review,已從官網取得門市；尚未逐店完成人工節奏 Google Business Profile / Google Order 與平台定位查核。
truedan-tw-39-02,苗栗竹南店,北部,苗栗縣,竹南鎮,苗栗縣竹南鎮照南里博愛街44號1樓,03-7551800,10:30-21:00,https://www.truedan.com.tw/portal_d1_cnt.php?s_contury=1&s_city=39,https://www.google.com/maps?q=%E8%8B%97%E6%A0%97%E7%B8%A3%E7%AB%B9%E5%8D%97%E9%8E%AE%E7%85%A7%E5%8D%97%E9%87%8C%E5%8D%9A%E6%84%9B%E8%A1%9744%E8%99%9F1%E6%A8%93&hl=zh-TW&z=14&t=&output=embed,needs_manual_review,needs_manual_review,已從官網取得門市；尚未逐店完成人工節奏 Google Business Profile / Google Order 與平台定位查核。
truedan-tw-39-01,苗栗竹南科專店,北部,苗栗縣,竹南鎮,苗栗縣竹南鎮科專七路448號,03-7580225,10:00–20:00,https://www.truedan.com.tw/portal_d1_cnt.php?s_contury=1&s_city=39,https://www.google.com/maps?q=%E8%8B%97%E6%A0%97%E7%B8%A3%E7%AB%B9%E5%8D%97%E9%8E%AE%E7%A7%91%E5%B0%88%E4%B8%83%E8%B7%AF448%E8%99%9F&hl=zh-TW&z=14&t=&output=embed,needs_manual_review,needs_manual_review,已從官網取得門市；尚未逐店完成人工節奏 Google Business Profile / Google Order 與平台定位查核。
truedan-tw-9-03,台南國華店,南部,台南市,中西區,台南市中西區淺草里國華街三段21號1樓,06-2235-156,10:00-22:00,https://www.truedan.com.tw/portal_d1_cnt.php?s_contury=1&s_city=9,https://www.google.com/maps?q=%E5%8F%B0%E5%8D%97%E5%B8%82%E4%B8%AD%E8%A5%BF%E5%8D%80%E6%B7%BA%E8%8D%89%E9%87%8C%E5%9C%8B%E8%8F%AF%E8%A1%97%E4%B8%89%E6%AE%B521%E8%99%9F1%E6%A8%93&hl=zh-TW&z=14&t=&output=embed,needs_manual_review,needs_manual_review,已從官網取得門市；尚未逐店完成人工節奏 Google Business Profile / Google Order 與平台定位查核。
truedan-tw-9-02,台南大灣店,南部,台南市,永康區,台南市永康區大灣路906之1號,06-207-3766,09:00-24:00,https://www.truedan.com.tw/portal_d1_cnt.php?s_contury=1&s_city=9,https://www.google.com/maps?q=%E5%8F%B0%E5%8D%97%E5%B8%82%E6%B0%B8%E5%BA%B7%E5%8D%80%E5%A4%A7%E7%81%A3%E8%B7%AF906%E4%B9%8B1%E8%99%9F&hl=zh-TW&z=14&t=&output=embed,needs_manual_review,needs_manual_review,已從官網取得門市；尚未逐店完成人工節奏 Google Business Profile / Google Order 與平台定位查核。
truedan-tw-9-01,台南誠品店,南部,台南市,南區,台南市南區中華西路一段76號2樓,0911-398-326,11:00-22:00 Line：@031eusee,https://www.truedan.com.tw/portal_d1_cnt.php?s_contury=1&s_city=9,https://www.google.com/maps?q=%E5%8F%B0%E5%8D%97%E5%B8%82%E5%8D%97%E5%8D%80%E4%B8%AD%E8%8F%AF%E8%A5%BF%E8%B7%AF%E4%B8%80%E6%AE%B576%E8%99%9F2%E6%A8%93&hl=zh-TW&z=14&t=&output=embed,needs_manual_review,needs_manual_review,已從官網取得門市；尚未逐店完成人工節奏 Google Business Profile / Google Order 與平台定位查核。
truedan-tw-9-04,永康中華店,南部,台南市,永康區,台南市永康區中華路479號一樓,06-3026-682,一～五 09:00-22:00 六～日 10:00-22:00(含國定假日),https://www.truedan.com.tw/portal_d1_cnt.php?s_contury=1&s_city=9,https://www.google.com/maps?q=%E5%8F%B0%E5%8D%97%E5%B8%82%E6%B0%B8%E5%BA%B7%E5%8D%80%E4%B8%AD%E8%8F%AF%E8%B7%AF479%E8%99%9F%E4%B8%80%E6%A8%93&hl=zh-TW&z=14&t=&output=embed,needs_manual_review,needs_manual_review,已從官網取得門市；尚未逐店完成人工節奏 Google Business Profile / Google Order 與平台定位查核。
truedan-tw-10-01,嘉義民雄店,南部,嘉義縣,民雄鄉,嘉義縣民雄鄉中樂村民生路3號1樓,05-226-8776,10:00-21:30,https://www.truedan.com.tw/portal_d1_cnt.php?s_contury=1&s_city=10,https://www.google.com/maps?q=%E5%98%89%E7%BE%A9%E7%B8%A3%E6%B0%91%E9%9B%84%E9%84%89%E4%B8%AD%E6%A8%82%E6%9D%91%E6%B0%91%E7%94%9F%E8%B7%AF3%E8%99%9F1%E6%A8%93&hl=zh-TW&z=14&t=&output=embed,needs_manual_review,needs_manual_review,已從官網取得門市；尚未逐店完成人工節奏 Google Business Profile / Google Order 與平台定位查核。
truedan-tw-40-01,屏東中正店,南部,屏東縣,,屏東市中正路141-1號,08-7322591,09:00-21:00,https://www.truedan.com.tw/portal_d1_cnt.php?s_contury=1&s_city=40,https://www.google.com/maps?q=%E5%B1%8F%E6%9D%B1%E5%B8%82%E4%B8%AD%E6%AD%A3%E8%B7%AF141-1%E8%99%9F&hl=zh-TW&z=14&t=&output=embed,needs_manual_review,needs_manual_review,已從官網取得門市；尚未逐店完成人工節奏 Google Business Profile / Google Order 與平台定位查核。
truedan-tw-5-05,小港漢民店,南部,高雄市,小港區,高雄市小港區漢民路733-1號,07-801-8383,10:00-20:00,https://www.truedan.com.tw/portal_d1_cnt.php?s_contury=1&s_city=5,https://www.google.com/maps?q=%E9%AB%98%E9%9B%84%E5%B8%82%E5%B0%8F%E6%B8%AF%E5%8D%80%E6%BC%A2%E6%B0%91%E8%B7%AF733-1%E8%99%9F&hl=zh-TW&z=14&t=&output=embed,needs_manual_review,needs_manual_review,已從官網取得門市；尚未逐店完成人工節奏 Google Business Profile / Google Order 與平台定位查核。
truedan-tw-5-04,楠梓德賢店,南部,高雄市,楠梓區,高雄市楠梓區德賢路247號,07-301-0768,一～五09:00~21:00、六～日10:00~21:00,https://www.truedan.com.tw/portal_d1_cnt.php?s_contury=1&s_city=5,https://www.google.com/maps?q=%E9%AB%98%E9%9B%84%E5%B8%82%E6%A5%A0%E6%A2%93%E5%8D%80%E5%BE%B7%E8%B3%A2%E8%B7%AF247%E8%99%9F&hl=zh-TW&z=14&t=&output=embed,needs_manual_review,needs_manual_review,已從官網取得門市；尚未逐店完成人工節奏 Google Business Profile / Google Order 與平台定位查核。
truedan-tw-5-07,漢神巨蛋店,南部,高雄市,左營區,高雄市左營區博愛二路777號B1,07-5866-460,一～四 11:00-22:00五～六 11:00~22:30日 10:30~22:00,https://www.truedan.com.tw/portal_d1_cnt.php?s_contury=1&s_city=5,https://www.google.com/maps?q=%E9%AB%98%E9%9B%84%E5%B8%82%E5%B7%A6%E7%87%9F%E5%8D%80%E5%8D%9A%E6%84%9B%E4%BA%8C%E8%B7%AF777%E8%99%9FB1&hl=zh-TW&z=14&t=&output=embed,needs_manual_review,needs_manual_review,已從官網取得門市；尚未逐店完成人工節奏 Google Business Profile / Google Order 與平台定位查核。
truedan-tw-5-03,高雄岡山店,南部,高雄市,岡山區,高雄市岡山區公園西路三段45號,07-625-5878,一～五09:00~21:00、六～日10:00~21:00,https://www.truedan.com.tw/portal_d1_cnt.php?s_contury=1&s_city=5,https://www.google.com/maps?q=%E9%AB%98%E9%9B%84%E5%B8%82%E5%B2%A1%E5%B1%B1%E5%8D%80%E5%85%AC%E5%9C%92%E8%A5%BF%E8%B7%AF%E4%B8%89%E6%AE%B545%E8%99%9F&hl=zh-TW&z=14&t=&output=embed,needs_manual_review,needs_manual_review,已從官網取得門市；尚未逐店完成人工節奏 Google Business Profile / Google Order 與平台定位查核。
truedan-tw-5-06,高雄左營店,南部,高雄市,左營區,高雄市左營區華夏路710號,07-3456-739,10:00-21:00,https://www.truedan.com.tw/portal_d1_cnt.php?s_contury=1&s_city=5,https://www.google.com/maps?q=%E9%AB%98%E9%9B%84%E5%B8%82%E5%B7%A6%E7%87%9F%E5%8D%80%E8%8F%AF%E5%A4%8F%E8%B7%AF710%E8%99%9F&hl=zh-TW&z=14&t=&output=embed,needs_manual_review,needs_manual_review,已從官網取得門市；尚未逐店完成人工節奏 Google Business Profile / Google Order 與平台定位查核。
truedan-tw-5-01,高雄旗山店,南部,高雄市,旗山區,高雄市旗山區延平一路645號,07-6627893,09:00-21:00,https://www.truedan.com.tw/portal_d1_cnt.php?s_contury=1&s_city=5,https://www.google.com/maps?q=%E9%AB%98%E9%9B%84%E5%B8%82%E6%97%97%E5%B1%B1%E5%8D%80%E5%BB%B6%E5%B9%B3%E4%B8%80%E8%B7%AF645%E8%99%9F&hl=zh-TW&z=14&t=&output=embed,needs_manual_review,needs_manual_review,已從官網取得門市；尚未逐店完成人工節奏 Google Business Profile / Google Order 與平台定位查核。
truedan-tw-5-08,高雄苓雅店,南部,高雄市,苓雅區,高雄市苓雅區自強3路177號1樓,07-2693762,平日營業時間:10:00~19:00 六日營業時間:10:00~22:00,https://www.truedan.com.tw/portal_d1_cnt.php?s_contury=1&s_city=5,https://www.google.com/maps?q=%E9%AB%98%E9%9B%84%E5%B8%82%E8%8B%93%E9%9B%85%E5%8D%80%E8%87%AA%E5%BC%B73%E8%B7%AF177%E8%99%9F1%E6%A8%93&hl=zh-TW&z=14&t=&output=embed,needs_manual_review,needs_manual_review,已從官網取得門市；尚未逐店完成人工節奏 Google Business Profile / Google Order 與平台定位查核。
truedan-tw-5-02,高雄路竹店,南部,高雄市,路竹區,高雄市路竹區大社路83號,07-696-1559,09:00-20:00,https://www.truedan.com.tw/portal_d1_cnt.php?s_contury=1&s_city=5,https://www.google.com/maps?q=%E9%AB%98%E9%9B%84%E5%B8%82%E8%B7%AF%E7%AB%B9%E5%8D%80%E5%A4%A7%E7%A4%BE%E8%B7%AF83%E8%99%9F&hl=zh-TW&z=14&t=&output=embed,needs_manual_review,needs_manual_review,已從官網取得門市；尚未逐店完成人工節奏 Google Business Profile / Google Order 與平台定位查核。
truedan-tw-6-01,花蓮中正店,東部,花蓮縣,,花蓮市中正路567號,03-8335-968,10:00-22:00,https://www.truedan.com.tw/portal_d1_cnt.php?s_contury=1&s_city=6,https://www.google.com/maps?q=%E8%8A%B1%E8%93%AE%E5%B8%82%E4%B8%AD%E6%AD%A3%E8%B7%AF567%E8%99%9F&hl=zh-TW&z=14&t=&output=embed,needs_manual_review,needs_manual_review,已從官網取得門市；尚未逐店完成人工節奏 Google Business Profile / Google Order 與平台定位查核。
truedan-tw-45-01,澎湖馬公店,離島,澎湖縣,馬公市,澎湖縣馬公市中正路42號,06-9266050,10:00-22:00,https://www.truedan.com.tw/portal_d1_cnt.php?s_contury=1&s_city=45,https://www.google.com/maps?q=%E6%BE%8E%E6%B9%96%E7%B8%A3%E9%A6%AC%E5%85%AC%E5%B8%82%E4%B8%AD%E6%AD%A3%E8%B7%AF42%E8%99%9F&hl=zh-TW&z=14&t=&output=embed,needs_manual_review,needs_manual_review,已從官網取得門市；尚未逐店完成人工節奏 Google Business Profile / Google Order 與平台定位查核。
truedan-tw-59-01,金門金湖店,離島,金門縣,金湖鎮,金門縣金湖鎮太湖路二段203號,（082）338656,10:00~20:00,https://www.truedan.com.tw/portal_d1_cnt.php?s_contury=1&s_city=59,https://www.google.com/maps?q=%E9%87%91%E9%96%80%E7%B8%A3%E9%87%91%E6%B9%96%E9%8E%AE%E5%A4%AA%E6%B9%96%E8%B7%AF%E4%BA%8C%E6%AE%B5203%E8%99%9F&hl=zh-TW&z=14&t=&output=embed,needs_manual_review,needs_manual_review,已從官網取得門市；尚未逐店完成人工節奏 Google Business Profile / Google Order 與平台定位查核。
