storeId,storeName,regionGroup,city,district,address,phone,gmbStatus,gmbOrderingStatus,hasAnyOrderingSystem,hasGmbOrderingSystem,allSourceSystems,gmbSystems,pickupProviders,deliveryProviders,officialSourceUrl,officialStoreUrl,gmbUrl,evidenceLinks,manualReviewReason
teamagichand-tw-068,學甲中正店,南部,台南市,學甲區,台南市學甲區中正路241號,06-7833345,confirmed,no_gmb_order_button,False,False,,,,,https://www.teamagichand.com.tw/store/?index_m_id=1&city=%E5%8F%B0%E5%8D%97%E5%B8%82,https://www.teamagichand.com.tw/store/?index_m_id=1&city=%E5%8F%B0%E5%8D%97%E5%B8%82,https://www.google.com/search?q=%E8%8C%B6%E4%B9%8B%E9%AD%94%E6%89%8B+%E5%AD%B8%E7%94%B2%E4%B8%AD%E6%AD%A3%E5%BA%97+%E5%8F%B0%E5%8D%97%E5%B8%82%E5%AD%B8%E7%94%B2%E5%8D%80%E4%B8%AD%E6%AD%A3%E8%B7%AF241%E8%99%9F&hl=zh-TW,,"Named GMB profile was verified after rejecting address-only or embedded Maps leads, but no blue Google Order entry was visible during the re-check."
teamagichand-tw-069,安中店(PLUS),南部,台南市,安南區,台南市安南區安中路一段626號,06-2463288,confirmed,confirmed,True,True,foodpanda,foodpanda,foodpanda,foodpanda,https://www.teamagichand.com.tw/store/?index_m_id=1&city=%E5%8F%B0%E5%8D%97%E5%B8%82,https://www.teamagichand.com.tw/store/?index_m_id=1&city=%E5%8F%B0%E5%8D%97%E5%B8%82,https://www.google.com/search?q=%E8%8C%B6%E4%B9%8B%E9%AD%94%E6%89%8B+%E5%AE%89%E4%B8%AD%E5%BA%97%28PLUS%29+%E5%8F%B0%E5%8D%97%E5%B8%82%E5%AE%89%E5%8D%97%E5%8D%80%E5%AE%89%E4%B8%AD%E8%B7%AF%E4%B8%80%E6%AE%B5626%E8%99%9F&hl=zh-TW,https://www.google.com/search?q=%E8%8C%B6%E4%B9%8B%E9%AD%94%E6%89%8B+%E5%AE%89%E4%B8%AD%E5%BA%97%28PLUS%29+%E5%8F%B0%E5%8D%97%E5%B8%82%E5%AE%89%E5%8D%97%E5%8D%80%E5%AE%89%E4%B8%AD%E8%B7%AF%E4%B8%80%E6%AE%B5626%E8%99%9F&hl=zh-TW#sv=CAESzQEKuQEStgEKd0FKaVQ0dElzaTlZYVZfS2dFSlBZNWc3c19PTHJjOWJmdENVQlJWeF94Q2E3NGF4LVVYR0FDU09OeWlpSmJTUFlEa3FESDRaTHIxZHdfSEROTEsyajdDQndjVnJvdGZQZmZtWkhEZEJrOFhFMHZXNFNwb0Y3U3dFEhdhVW8tYXM2ZE5OcW12cjBQcjVUcm1BYxoiQURzcjlmVHdHQWlUcXptY05VMjN6RnBkcGNSY0pmZFBVURIEODEyNBoBMyoAMAA4AUAAGCogvuGAowRKAhAB,Human-paced Google Order re-check opened the blue order flow and explicitly read pickup/delivery modes.
teamagichand-tw-070,公學店,南部,台南市,安南區,台南市安南區公學路6段647號,06-2871955,confirmed,no_gmb_order_button,False,False,,,,,https://www.teamagichand.com.tw/store/?index_m_id=1&city=%E5%8F%B0%E5%8D%97%E5%B8%82,https://www.teamagichand.com.tw/store/?index_m_id=1&city=%E5%8F%B0%E5%8D%97%E5%B8%82,https://www.google.com/search?q=%E8%8C%B6%E4%B9%8B%E9%AD%94%E6%89%8B+%E5%85%AC%E5%AD%B8%E5%BA%97+%E5%8F%B0%E5%8D%97%E5%B8%82%E5%AE%89%E5%8D%97%E5%8D%80%E5%85%AC%E5%AD%B8%E8%B7%AF6%E6%AE%B5647%E8%99%9F&hl=zh-TW,,"Named GMB profile was verified after rejecting address-only or embedded Maps leads, but no blue Google Order entry was visible during the re-check."
teamagichand-tw-071,安中二店(PLUS),南部,台南市,安南區,台南市安南區安中路一段745號,06-2457777,confirmed,confirmed,True,True,foodpanda,foodpanda,foodpanda,foodpanda,https://www.teamagichand.com.tw/store/?index_m_id=1&city=%E5%8F%B0%E5%8D%97%E5%B8%82,https://www.teamagichand.com.tw/store/?index_m_id=1&city=%E5%8F%B0%E5%8D%97%E5%B8%82,https://www.google.com/search?q=%E8%8C%B6%E4%B9%8B%E9%AD%94%E6%89%8B+%E5%AE%89%E4%B8%AD%E4%BA%8C%E5%BA%97%28PLUS%29+%E5%8F%B0%E5%8D%97%E5%B8%82%E5%AE%89%E5%8D%97%E5%8D%80%E5%AE%89%E4%B8%AD%E8%B7%AF%E4%B8%80%E6%AE%B5745%E8%99%9F&hl=zh-TW,https://www.google.com/search?q=%E8%8C%B6%E4%B9%8B%E9%AD%94%E6%89%8B+%E5%AE%89%E4%B8%AD%E4%BA%8C%E5%BA%97%28PLUS%29+%E5%8F%B0%E5%8D%97%E5%B8%82%E5%AE%89%E5%8D%97%E5%8D%80%E5%AE%89%E4%B8%AD%E8%B7%AF%E4%B8%80%E6%AE%B5745%E8%99%9F&hl=zh-TW#sv=CAESzQEKuQEStgEKd0FKaVQ0dElpUzFXZy04UzB2U2tjYW9vdWRQXzF0a05lSUFkeFlMbFNOV042UXlLSnRGZVVlemtSZlhqWDdYRkttRDNMRGtIVW52TURIR3RZUU9KcHRCWUJMd0dQcWF4alZZa0pTZFQwUUZNaGlPZEJPeGpubzUwEhdnRW8tYXRPSE9lZTB2cjBQamRmZHNBNBoiQURzcjlmVEk4amdRU3JRVWk5RWlSYkVWSnhuOWNHVFJlURIEODEyNBoBMyoAMAA4AUAAGCog9JSCtgNKAhAB,Human-paced Google Order re-check opened the blue order flow and explicitly read pickup/delivery modes.
teamagichand-tw-072,鹽田科工店,南部,台南市,安南區,台南市安南區鹽田路83號,06-3842077,confirmed,no_gmb_order_button,False,False,,,,,https://www.teamagichand.com.tw/store/?index_m_id=1&city=%E5%8F%B0%E5%8D%97%E5%B8%82,https://www.teamagichand.com.tw/store/?index_m_id=1&city=%E5%8F%B0%E5%8D%97%E5%B8%82,https://www.google.com/search?q=%E8%8C%B6%E4%B9%8B%E9%AD%94%E6%89%8B+%E9%B9%BD%E7%94%B0%E7%A7%91%E5%B7%A5%E5%BA%97+%E5%8F%B0%E5%8D%97%E5%B8%82%E5%AE%89%E5%8D%97%E5%8D%80%E9%B9%BD%E7%94%B0%E8%B7%AF83%E8%99%9F&hl=zh-TW,,"Named GMB profile was verified after rejecting address-only or embedded Maps leads, but no blue Google Order entry was visible during the re-check."
teamagichand-tw-073,台南本田店,南部,台南市,安南區,台南市安南區本田路三段387之10號,06-2550202,confirmed,no_gmb_order_button,False,False,,,,,https://www.teamagichand.com.tw/store/?index_m_id=1&city=%E5%8F%B0%E5%8D%97%E5%B8%82,https://www.teamagichand.com.tw/store/?index_m_id=1&city=%E5%8F%B0%E5%8D%97%E5%B8%82,https://www.google.com/search?q=%E8%8C%B6%E4%B9%8B%E9%AD%94%E6%89%8B+%E5%8F%B0%E5%8D%97%E6%9C%AC%E7%94%B0%E5%BA%97+%E5%8F%B0%E5%8D%97%E5%B8%82%E5%AE%89%E5%8D%97%E5%8D%80%E6%9C%AC%E7%94%B0%E8%B7%AF%E4%B8%89%E6%AE%B5387%E4%B9%8B10%E8%99%9F&hl=zh-TW,,"Named GMB profile was verified after rejecting address-only or embedded Maps leads, but no blue Google Order entry was visible during the re-check."
teamagichand-tw-074,台南公塭店,南部,台南市,安南區,台南市安南區安興街2號,06-2870103,confirmed,no_gmb_order_button,False,False,,,,,https://www.teamagichand.com.tw/store/?index_m_id=1&city=%E5%8F%B0%E5%8D%97%E5%B8%82,https://www.teamagichand.com.tw/store/?index_m_id=1&city=%E5%8F%B0%E5%8D%97%E5%B8%82,https://www.google.com/search?q=%E8%8C%B6%E4%B9%8B%E9%AD%94%E6%89%8B+%E5%8F%B0%E5%8D%97%E5%85%AC%E5%A1%AD%E5%BA%97+%E5%8F%B0%E5%8D%97%E5%B8%82%E5%AE%89%E5%8D%97%E5%8D%80%E5%AE%89%E8%88%88%E8%A1%972%E8%99%9F&hl=zh-TW,,"Named GMB profile was verified after rejecting address-only or embedded Maps leads, but no blue Google Order entry was visible during the re-check."
teamagichand-tw-075,台南安昌店,南部,台南市,安南區,台南市安南區安昌街103巷2號,06-3558800,confirmed,no_gmb_order_button,False,False,,,,,https://www.teamagichand.com.tw/store/?index_m_id=1&city=%E5%8F%B0%E5%8D%97%E5%B8%82,https://www.teamagichand.com.tw/store/?index_m_id=1&city=%E5%8F%B0%E5%8D%97%E5%B8%82,https://www.google.com/search?q=%E8%8C%B6%E4%B9%8B%E9%AD%94%E6%89%8B+%E5%8F%B0%E5%8D%97%E5%AE%89%E6%98%8C%E5%BA%97+%E5%8F%B0%E5%8D%97%E5%B8%82%E5%AE%89%E5%8D%97%E5%8D%80%E5%AE%89%E6%98%8C%E8%A1%97103%E5%B7%B72%E8%99%9F&hl=zh-TW,,"Named GMB profile was verified after rejecting address-only or embedded Maps leads, but no blue Google Order entry was visible during the re-check."
teamagichand-tw-076,台南培安店,南部,台南市,安南區,台南市安南區培安路332號1樓,06-2465222,confirmed,confirmed,True,True,foodpanda,foodpanda,foodpanda,foodpanda,https://www.teamagichand.com.tw/store/?index_m_id=1&city=%E5%8F%B0%E5%8D%97%E5%B8%82,https://www.teamagichand.com.tw/store/?index_m_id=1&city=%E5%8F%B0%E5%8D%97%E5%B8%82,https://www.google.com/search?q=%E8%8C%B6%E4%B9%8B%E9%AD%94%E6%89%8B+%E5%8F%B0%E5%8D%97%E5%9F%B9%E5%AE%89%E5%BA%97+%E5%8F%B0%E5%8D%97%E5%B8%82%E5%AE%89%E5%8D%97%E5%8D%80%E5%9F%B9%E5%AE%89%E8%B7%AF332%E8%99%9F1%E6%A8%93&hl=zh-TW,https://www.google.com/search?q=%E8%8C%B6%E4%B9%8B%E9%AD%94%E6%89%8B+%E5%8F%B0%E5%8D%97%E5%9F%B9%E5%AE%89%E5%BA%97+%E5%8F%B0%E5%8D%97%E5%B8%82%E5%AE%89%E5%8D%97%E5%8D%80%E5%9F%B9%E5%AE%89%E8%B7%AF332%E8%99%9F1%E6%A8%93&hl=zh-TW#sv=CAESzAEKuAEStQEKd0FKaVQ0dEpvd19vYkhzWkZBdkVjTDFZTzF5WEY1cFpqemtIb3BEMklLY21HMVF4S0FaS3U1WmItNWl3bzgxemRaZzBJV2YzLUl2T1dZejFCS1UyZmh2MTFiLTlUZU14SWd4eWRVVzFDaG1WUFUzNXgyS1VUQkkwEhZtVW8tYXRTWENNaVZ2cjBQbXB1Y0FRGiJBRHNyOWZTQlZMa29PT0NQeGlxNGEyWnFSY2VlTl96OVVREgQ4MTI0GgEzKgAwADgBQAAYKiD0verZCEoCEAE,Human-paced Google Order re-check opened the blue order flow and explicitly read pickup/delivery modes.
teamagichand-tw-077,北安二店,南部,台南市,安南區,台南市安南區北安路二段486號,06-2453333,confirmed,no_gmb_order_button,False,False,,,,,https://www.teamagichand.com.tw/store/?index_m_id=1&city=%E5%8F%B0%E5%8D%97%E5%B8%82,https://www.teamagichand.com.tw/store/?index_m_id=1&city=%E5%8F%B0%E5%8D%97%E5%B8%82,https://www.google.com/search?q=%E8%8C%B6%E4%B9%8B%E9%AD%94%E6%89%8B+%E5%8C%97%E5%AE%89%E4%BA%8C%E5%BA%97+%E5%8F%B0%E5%8D%97%E5%B8%82%E5%AE%89%E5%8D%97%E5%8D%80%E5%8C%97%E5%AE%89%E8%B7%AF%E4%BA%8C%E6%AE%B5486%E8%99%9F&hl=zh-TW,,"Named GMB profile was verified after rejecting address-only or embedded Maps leads, but no blue Google Order entry was visible during the re-check."
teamagichand-tw-078,郡安店,南部,台南市,安南區,台南市安南區郡安路六段70號,06-3587388,confirmed,no_gmb_order_button,False,False,,,,,https://www.teamagichand.com.tw/store/?index_m_id=1&city=%E5%8F%B0%E5%8D%97%E5%B8%82,https://www.teamagichand.com.tw/store/?index_m_id=1&city=%E5%8F%B0%E5%8D%97%E5%B8%82,https://www.google.com/search?q=%E8%8C%B6%E4%B9%8B%E9%AD%94%E6%89%8B+%E9%83%A1%E5%AE%89%E5%BA%97+%E5%8F%B0%E5%8D%97%E5%B8%82%E5%AE%89%E5%8D%97%E5%8D%80%E9%83%A1%E5%AE%89%E8%B7%AF%E5%85%AD%E6%AE%B570%E8%99%9F&hl=zh-TW,,"Named GMB profile was verified after rejecting address-only or embedded Maps leads, but no blue Google Order entry was visible during the re-check."
teamagichand-tw-079,北安三店,南部,台南市,安南區,台南市安南區北安路三段412號,06-3553311,confirmed,no_gmb_order_button,False,False,,,,,https://www.teamagichand.com.tw/store/?index_m_id=1&city=%E5%8F%B0%E5%8D%97%E5%B8%82,https://www.teamagichand.com.tw/store/?index_m_id=1&city=%E5%8F%B0%E5%8D%97%E5%B8%82,https://www.google.com/search?q=%E8%8C%B6%E4%B9%8B%E9%AD%94%E6%89%8B+%E5%8C%97%E5%AE%89%E4%B8%89%E5%BA%97+%E5%8F%B0%E5%8D%97%E5%B8%82%E5%AE%89%E5%8D%97%E5%8D%80%E5%8C%97%E5%AE%89%E8%B7%AF%E4%B8%89%E6%AE%B5412%E8%99%9F&hl=zh-TW,,"Named GMB profile was verified after rejecting address-only or embedded Maps leads, but no blue Google Order entry was visible during the re-check."
teamagichand-tw-080,土城安明店,南部,台南市,安南區,台南市安南區安中路六段301之1號,06-2570499,confirmed,no_gmb_order_button,False,False,,,,,https://www.teamagichand.com.tw/store/?index_m_id=1&city=%E5%8F%B0%E5%8D%97%E5%B8%82,https://www.teamagichand.com.tw/store/?index_m_id=1&city=%E5%8F%B0%E5%8D%97%E5%B8%82,https://www.google.com/search?q=%E8%8C%B6%E4%B9%8B%E9%AD%94%E6%89%8B+%E5%9C%9F%E5%9F%8E%E5%AE%89%E6%98%8E%E5%BA%97+%E5%8F%B0%E5%8D%97%E5%B8%82%E5%AE%89%E5%8D%97%E5%8D%80%E5%AE%89%E4%B8%AD%E8%B7%AF%E5%85%AD%E6%AE%B5301%E4%B9%8B1%E8%99%9F&hl=zh-TW&sei=aGU-avrFJfbM1e8Pyo3umA0,,"Named GMB profile was verified after rejecting address-only or embedded Maps leads, but no blue Google Order entry was visible during the re-check."
teamagichand-tw-081,總頭寮店,南部,台南市,安南區,台南市安南區長溪路二段596號,06-2459988,confirmed,confirmed,True,True,foodpanda,foodpanda,foodpanda,foodpanda,https://www.teamagichand.com.tw/store/?index_m_id=1&city=%E5%8F%B0%E5%8D%97%E5%B8%82,https://www.teamagichand.com.tw/store/?index_m_id=1&city=%E5%8F%B0%E5%8D%97%E5%B8%82,https://www.google.com/search?q=%E8%8C%B6%E4%B9%8B%E9%AD%94%E6%89%8B+%E7%B8%BD%E9%A0%AD%E5%AF%AE%E5%BA%97+%E5%8F%B0%E5%8D%97%E5%B8%82%E5%AE%89%E5%8D%97%E5%8D%80%E9%95%B7%E6%BA%AA%E8%B7%AF%E4%BA%8C%E6%AE%B5596%E8%99%9F&hl=zh-TW,https://www.google.com/search?q=%E8%8C%B6%E4%B9%8B%E9%AD%94%E6%89%8B+%E7%B8%BD%E9%A0%AD%E5%AF%AE%E5%BA%97+%E5%8F%B0%E5%8D%97%E5%B8%82%E5%AE%89%E5%8D%97%E5%8D%80%E9%95%B7%E6%BA%AA%E8%B7%AF%E4%BA%8C%E6%AE%B5596%E8%99%9F&hl=zh-TW#sv=CAESzQEKuQEStgEKd0FKaVQ0dEpwX3htRXN3ekxwTkxtQm92Y3R5VlJjeG5HRTE4VEl6cG92U2ZSd1lmbXNsTjh6WUhNSzBFd1NmLVQwRFN3dFdKUnFQYmtzeGIzZ2l2ZTZDWUYwdC1ENDBQVURXZ1VQNkxNSHJ1Vlh3dWhsVExiem1jEhdyMG8tYXQtZ0FjTHQxZThQaHN1dGdBbxoiQURzcjlmUm10Y2VQZmEzMkpmendXZkgxVUR1NDFtZEdldxIEODEyNBoBMyoAMAA4AUAAGCog6azhBkoCEAE,Human-paced Google Order re-check opened the blue order flow and explicitly read pickup/delivery modes.
teamagichand-tw-082,長和二店,南部,台南市,安南區,台南市安南區長和路三段67號,06-3558799,confirmed,no_gmb_order_button,False,False,,,,,https://www.teamagichand.com.tw/store/?index_m_id=1&city=%E5%8F%B0%E5%8D%97%E5%B8%82,https://www.teamagichand.com.tw/store/?index_m_id=1&city=%E5%8F%B0%E5%8D%97%E5%B8%82,https://www.google.com/search?q=%E8%8C%B6%E4%B9%8B%E9%AD%94%E6%89%8B+%E9%95%B7%E5%92%8C%E4%BA%8C%E5%BA%97+%E5%8F%B0%E5%8D%97%E5%B8%82%E5%AE%89%E5%8D%97%E5%8D%80%E9%95%B7%E5%92%8C%E8%B7%AF%E4%B8%89%E6%AE%B567%E8%99%9F&hl=zh-TW,,"Named GMB profile was verified after rejecting address-only or embedded Maps leads, but no blue Google Order entry was visible during the re-check."
teamagichand-tw-083,安富店,南部,台南市,安南區,台南市安南區安富街311號,06-3501893,confirmed,no_gmb_order_button,False,False,,,,,https://www.teamagichand.com.tw/store/?index_m_id=1&city=%E5%8F%B0%E5%8D%97%E5%B8%82,https://www.teamagichand.com.tw/store/?index_m_id=1&city=%E5%8F%B0%E5%8D%97%E5%B8%82,https://www.google.com/search?q=%E8%8C%B6%E4%B9%8B%E9%AD%94%E6%89%8B+%E5%AE%89%E5%AF%8C%E5%BA%97+%E5%8F%B0%E5%8D%97%E5%B8%82%E5%AE%89%E5%8D%97%E5%8D%80%E5%AE%89%E5%AF%8C%E8%A1%97311%E8%99%9F&hl=zh-TW,,"Named GMB profile was verified after rejecting address-only or embedded Maps leads, but no blue Google Order entry was visible during the re-check."
teamagichand-tw-084,理想店,南部,台南市,安南區,台南市安南區大安街27號,06-2478923,confirmed,no_gmb_order_button,False,False,,,,,https://www.teamagichand.com.tw/store/?index_m_id=1&city=%E5%8F%B0%E5%8D%97%E5%B8%82,https://www.teamagichand.com.tw/store/?index_m_id=1&city=%E5%8F%B0%E5%8D%97%E5%B8%82,https://www.google.com/search?q=%E8%8C%B6%E4%B9%8B%E9%AD%94%E6%89%8B+%E7%90%86%E6%83%B3%E5%BA%97+%E5%8F%B0%E5%8D%97%E5%B8%82%E5%AE%89%E5%8D%97%E5%8D%80%E5%A4%A7%E5%AE%89%E8%A1%9727%E8%99%9F&hl=zh-TW,,"Named GMB profile was verified after rejecting address-only or embedded Maps leads, but no blue Google Order entry was visible during the re-check."
teamagichand-tw-085,新順店,南部,台南市,安南區,台南市安南區安和路四段2巷3號,06-3565555,confirmed,no_gmb_order_button,False,False,,,,,https://www.teamagichand.com.tw/store/?index_m_id=1&city=%E5%8F%B0%E5%8D%97%E5%B8%82,https://www.teamagichand.com.tw/store/?index_m_id=1&city=%E5%8F%B0%E5%8D%97%E5%B8%82,https://www.google.com/search?q=%E8%8C%B6%E4%B9%8B%E9%AD%94%E6%89%8B+%E6%96%B0%E9%A0%86%E5%BA%97+%E5%8F%B0%E5%8D%97%E5%B8%82%E5%AE%89%E5%8D%97%E5%8D%80%E5%AE%89%E5%92%8C%E8%B7%AF%E5%9B%9B%E6%AE%B52%E5%B7%B73%E8%99%9F&hl=zh-TW,,"Named GMB profile was verified after rejecting address-only or embedded Maps leads, but no blue Google Order entry was visible during the re-check."
teamagichand-tw-086,海佃二店,南部,台南市,安南區,台南市安南區海佃路二段649號,06-2479094,confirmed,no_gmb_order_button,False,False,,,,,https://www.teamagichand.com.tw/store/?index_m_id=1&city=%E5%8F%B0%E5%8D%97%E5%B8%82,https://www.teamagichand.com.tw/store/?index_m_id=1&city=%E5%8F%B0%E5%8D%97%E5%B8%82,https://www.google.com/search?q=%E8%8C%B6%E4%B9%8B%E9%AD%94%E6%89%8B+%E6%B5%B7%E4%BD%83%E4%BA%8C%E5%BA%97+%E5%8F%B0%E5%8D%97%E5%B8%82%E5%AE%89%E5%8D%97%E5%8D%80%E6%B5%B7%E4%BD%83%E8%B7%AF%E4%BA%8C%E6%AE%B5649%E8%99%9F&hl=zh-TW,,"Named GMB profile was verified after rejecting address-only or embedded Maps leads, but no blue Google Order entry was visible during the re-check."
teamagichand-tw-087,十二佃店,南部,台南市,安南區,台南市安南區公學路四段189之1號,06-2456996,confirmed,no_gmb_order_button,False,False,,,,,https://www.teamagichand.com.tw/store/?index_m_id=1&city=%E5%8F%B0%E5%8D%97%E5%B8%82,https://www.teamagichand.com.tw/store/?index_m_id=1&city=%E5%8F%B0%E5%8D%97%E5%B8%82,https://www.google.com/search?q=%E8%8C%B6%E4%B9%8B%E9%AD%94%E6%89%8B+%E5%8D%81%E4%BA%8C%E4%BD%83%E5%BA%97+%E5%8F%B0%E5%8D%97%E5%B8%82%E5%AE%89%E5%8D%97%E5%8D%80%E5%85%AC%E5%AD%B8%E8%B7%AF%E5%9B%9B%E6%AE%B5189%E4%B9%8B1%E8%99%9F&hl=zh-TW,,"Named GMB profile was verified after rejecting address-only or embedded Maps leads, but no blue Google Order entry was visible during the re-check."
teamagichand-tw-088,安順店,南部,台南市,安南區,台南市安南區安和路一段139號,06-2511678,confirmed,no_gmb_order_button,False,False,,,,,https://www.teamagichand.com.tw/store/?index_m_id=1&city=%E5%8F%B0%E5%8D%97%E5%B8%82,https://www.teamagichand.com.tw/store/?index_m_id=1&city=%E5%8F%B0%E5%8D%97%E5%B8%82,https://www.google.com/search?q=%E8%8C%B6%E4%B9%8B%E9%AD%94%E6%89%8B+%E5%AE%89%E9%A0%86%E5%BA%97+%E5%8F%B0%E5%8D%97%E5%B8%82%E5%AE%89%E5%8D%97%E5%8D%80%E5%AE%89%E5%92%8C%E8%B7%AF%E4%B8%80%E6%AE%B5139%E8%99%9F&hl=zh-TW,,"Named GMB profile was verified after rejecting address-only or embedded Maps leads, but no blue Google Order entry was visible during the re-check."
teamagichand-tw-089,長和店,南部,台南市,安南區,台南市安南區長和路二段12巷363號,06-3555099,confirmed,no_gmb_order_button,False,False,,,,,https://www.teamagichand.com.tw/store/?index_m_id=1&city=%E5%8F%B0%E5%8D%97%E5%B8%82,https://www.teamagichand.com.tw/store/?index_m_id=1&city=%E5%8F%B0%E5%8D%97%E5%B8%82,https://www.google.com/search?q=%E8%8C%B6%E4%B9%8B%E9%AD%94%E6%89%8B+%E9%95%B7%E5%92%8C%E5%BA%97+%E5%8F%B0%E5%8D%97%E5%B8%82%E5%AE%89%E5%8D%97%E5%8D%80%E9%95%B7%E5%92%8C%E8%B7%AF%E4%BA%8C%E6%AE%B512%E5%B7%B7363%E8%99%9F&hl=zh-TW,,"Named GMB profile was verified after rejecting address-only or embedded Maps leads, but no blue Google Order entry was visible during the re-check."
teamagichand-tw-090,土城店,南部,台南市,安南區,台南市安南區安中路六段615號,06-2570480,confirmed,no_gmb_order_button,False,False,,,,,https://www.teamagichand.com.tw/store/?index_m_id=1&city=%E5%8F%B0%E5%8D%97%E5%B8%82,https://www.teamagichand.com.tw/store/?index_m_id=1&city=%E5%8F%B0%E5%8D%97%E5%B8%82,https://www.google.com/search?q=%E8%8C%B6%E4%B9%8B%E9%AD%94%E6%89%8B+%E5%9C%9F%E5%9F%8E%E5%BA%97+%E5%8F%B0%E5%8D%97%E5%B8%82%E5%AE%89%E5%8D%97%E5%8D%80%E5%AE%89%E4%B8%AD%E8%B7%AF%E5%85%AD%E6%AE%B5615%E8%99%9F&hl=zh-TW,,"Named GMB profile was verified after rejecting address-only or embedded Maps leads, but no blue Google Order entry was visible during the re-check."
teamagichand-tw-091,和順店,南部,台南市,安南區,台南市安南區安和路五段131號,06-3558777,confirmed,confirmed,True,True,foodpanda,foodpanda,foodpanda,foodpanda,https://www.teamagichand.com.tw/store/?index_m_id=1&city=%E5%8F%B0%E5%8D%97%E5%B8%82,https://www.teamagichand.com.tw/store/?index_m_id=1&city=%E5%8F%B0%E5%8D%97%E5%B8%82,https://www.google.com/search?q=%E8%8C%B6%E4%B9%8B%E9%AD%94%E6%89%8B+%E5%92%8C%E9%A0%86%E5%BA%97+%E5%8F%B0%E5%8D%97%E5%B8%82%E5%AE%89%E5%8D%97%E5%8D%80%E5%AE%89%E5%92%8C%E8%B7%AF%E4%BA%94%E6%AE%B5131%E8%99%9F&hl=zh-TW,https://www.google.com/search?q=%E8%8C%B6%E4%B9%8B%E9%AD%94%E6%89%8B+%E5%92%8C%E9%A0%86%E5%BA%97+%E5%8F%B0%E5%8D%97%E5%B8%82%E5%AE%89%E5%8D%97%E5%8D%80%E5%AE%89%E5%92%8C%E8%B7%AF%E4%BA%94%E6%AE%B5131%E8%99%9F&hl=zh-TW#sv=CAESzQEKuQEStgEKd0FKaVQ0dEtIdGhvZUNmX1B4bGNUaUkzVDdCWWhJZVdCRnp2ZXFtN2ZSR2luNDd6UHhTcFV2MXBjLTVtaXdNOGtTb25zcnNlRDZxSWU0U0IyVk1YRnBlcjh2bGNwMzdXR3R0WTN0QlJ4VlMwdm45VkFxVE1DYkZJEhd4RW8tYXUycEVkM3ExZThQb3RDWGtRYxoiQURzcjlmUjFnNGEySUNHLTJiU0xabzdDRDBqLUd5Vk9vZxIEODEyNBoBMyoAMAA4AUAAGCogwKum1g1KAhAB,Human-paced Google Order re-check opened the blue order flow and explicitly read pickup/delivery modes.
teamagichand-tw-092,北安店,南部,台南市,安南區,台南市安南區北安路二段66號,06-2818226,confirmed,no_gmb_order_button,False,False,,,,,https://www.teamagichand.com.tw/store/?index_m_id=1&city=%E5%8F%B0%E5%8D%97%E5%B8%82,https://www.teamagichand.com.tw/store/?index_m_id=1&city=%E5%8F%B0%E5%8D%97%E5%B8%82,https://www.google.com/search?q=%E8%8C%B6%E4%B9%8B%E9%AD%94%E6%89%8B+%E5%8C%97%E5%AE%89%E5%BA%97+%E5%8F%B0%E5%8D%97%E5%B8%82%E5%AE%89%E5%8D%97%E5%8D%80%E5%8C%97%E5%AE%89%E8%B7%AF%E4%BA%8C%E6%AE%B566%E8%99%9F&hl=zh-TW&sei=g2Y-apGaGsW6vr0PjJ-SuQU,,"Named GMB profile was verified after rejecting address-only or embedded Maps leads, but no blue Google Order entry was visible during the re-check."
teamagichand-tw-093,安和店,南部,台南市,安南區,台南市安南區安和路二段311號,06-3558099,confirmed,no_gmb_order_button,False,False,,,,,https://www.teamagichand.com.tw/store/?index_m_id=1&city=%E5%8F%B0%E5%8D%97%E5%B8%82,https://www.teamagichand.com.tw/store/?index_m_id=1&city=%E5%8F%B0%E5%8D%97%E5%B8%82,https://www.google.com/search?q=%E8%8C%B6%E4%B9%8B%E9%AD%94%E6%89%8B+%E5%AE%89%E5%92%8C%E5%BA%97+%E5%8F%B0%E5%8D%97%E5%B8%82%E5%AE%89%E5%8D%97%E5%8D%80%E5%AE%89%E5%92%8C%E8%B7%AF%E4%BA%8C%E6%AE%B5311%E8%99%9F&hl=zh-TW,,"Named GMB profile was verified after rejecting address-only or embedded Maps leads, but no blue Google Order entry was visible during the re-check."
